"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","180792","Place an order using paypal as payment type in Mobile","chromium","Fri Feb 14 09:13:10 GMT 2025","broken","Fri Feb 14 09:16:11 GMT 2025","","specs/HH.spec.js","",""
"","181720","Place an order using paypal as payment type","chromium","Fri Feb 14 09:13:12 GMT 2025","broken","Fri Feb 14 09:16:13 GMT 2025","","specs/HH.spec.js","",""
