"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13892","TC04 : Create an order using Pay pal as payment type","chromium","Mon Feb 10 11:53:48 GMT 2025","failed","Mon Feb 10 11:54:02 GMT 2025","","specs/MustoTest.spec.js","",""
