"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","188771","Place an order using paypal as payment type","chromium","Fri Feb 14 14:08:19 GMT 2025","broken","Fri Feb 14 14:11:28 GMT 2025","","specs/HH.spec.js","",""
