"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24528","Search functionality","chromium","Mon Feb 10 11:11:06 GMT 2025","passed","Mon Feb 10 11:11:31 GMT 2025","","specs/HH.spec.js","",""
